Identifier (Email/name),Gender,Status,Attended,Attended_Before,Education,Job,Employer,LinkedIn,Tech_Background,How_Found,Expectations,Formated_Date,City,Venue,Type,Ticket_Quantity,fake_event_id
e56a5ac494d9b877c3c5b1ea91ed2e35,Female,N/A,Y,N,"Sri Jayachamarajendra College of Engineering, Mysore, India",Freelance developer,,,Programming in Java and Python,Facebook,Gain knowledge on data analytics,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
4d879c0bad737bb410c5d75df0e299c1,Female,N/A,Y,Y,Degree,Marketing Coordinator,,,Limited knowledge in Google Analytics,Data Driven Facebook Page,Better understanding of how data can be collected and used in my daily job scope.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
2c9121d4ef4a6586059666a408be4101,Female,N/A,Y,Y,Murdoch University - Communications,Regional Comms Officer at the British High Commission.,,,No experience other than reading Facebook and Twitter insights,From the Digital Marketing Insight workshop on 1 March 2018.,To understand how to read data.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
5c045a1ac9f15f2b2f3eb54f304b1b6e,Female,N/A,Y,N,"Northwestern University - BA, History","Director of Alumni Relations, Princeton in Asia--- nonprofit affiliated with Princeton University offering service-oriented fellowships in 21 countries in Asia. I have only done simple analysis of donation data.",,,Took Intro to R class offered by Coding Girls last March.,Facebook,Basic understanding of SQL,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
d2252052c988a0415d23920cf95e3121,Female,N/A,Y,Y,NEOMA REIMS (FR) + SMU (SG),Account executive in advertising,,,I start from scratch!,I attended the previous workshop about Digital Marketing Analytics and I learnt a lot,To understand basic SQL and not being afraid anymore in front of data results!,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
5c90cb5c0ea9be2afafaf039d6a352e6,Female,Didn`t show up,N,N,INSEAD MBA,Entrepreneur,,,"R, C database programming",Facebook,Better knowledge of data science,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
73b2cde139ab67e33a6eb132b0f81b71,Female,N/A,Y,N,Insead,Director of marketing and strategy but I’m Hoping to move into a business development and data analytics role,,,No,Women in tech Facebook group,Basics or organizing and analyzing data,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
4e3355dc323d354b66c0761c8a9e4ebe,Female,N/A,Y,N,MSc in London,Account Manager,,,"GA, matlab",Tech in singapore,To learn base of data science,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
3ab1c943dbc202504a15a02c916dae47,Female,N/A,Y,N,MBA,Operations Director,,,I don't but would like to find out more.,My colleague mentioned to me about it.,A bit more understanding and especially with the analytics that I got from the website and how to use the data.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
c8de75eb7064ac2d7a746ee632e9a7ea,Female,N/A,Y,Y,Singapore university of social science - Degree in Information Technology,Engineer doing software development. Data Analytics is not part of my career.,,,I used Tableau before during a beginner 1 hour trial workshop. I don't know other data analytics skills.,Datadriven website,To learn some SQL. I also would like to gain data analytics knowledge like Data visualization as I hope to move into this field.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
3718baf6c0630a98051ab032af8834d1,Female,Didn`t show up,N,N,National University of Singapore,Analyst,,,Currently learning python,From colleague,Basic data skills,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
a9b7dc09066c2ecdb700b29c7d38f376,Female,Didn`t show up,N,N,Gunadarma University Jakarta,IDENTITY AND ACCESS MANAGEMENT,,,I do not have experience on data analytics,Women Tech makers,I want to learn about data analytics and try to pursue my career on this,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
ad35412526fca94586013c61758d4e6f,Female,Didn`t show up,N,N,Smith College,Technical Account Manager,,,Python and R,Women Techmakers Group,Learn about data science,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
62d3cd5669ab299b6af9b7a0e6756b1a,Female,N/A,Y,N,ESSEC Business School,Legal consultant,,,SQL,On women techmakers jobs singapore,I know want to practice the real work of a data analyst with tools.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
13c27a7012dc74173f86bf407a282919,Female,N/A,Y,Y,Masters,Education,,,No programming,Facebook group,"Basic programming, plus understanding of data management and tools",2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
77981e095a08bc0b222f4d822781434a,Female,N/A,Y,N,Nanyang Technological University (NTU),Marketing Manager,,,Google Analytics,Word-of-mouth (WOM). Through a friend.,Insights to data visualisation.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
e7bb8940261e4ab059708014d0dd3313,Female,N/A,Y,N,Yale-NUS College,Student,,,I can use R and I have a small knowledge of Python,Website,I hope to have a great overview of data science so that I can pursue the field further on my own! :),2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
867df7072ece67468a8583382d48bce5,Female,N/A,Y,N,university,Business Performance Manager,,,"visualization of financial data - Dashboards in MS Power BI, Tableau",Facebook,"broader view on the topic, especially technological stack",2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
14132ffdbaea6b1297f18d9edfef348a,Female,Canceled,N,N,Singapore Management University,Data Analyst,,,"Java, PHP",Colleagues,New insights,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
0df54fae62c46f37a72e5304d11340f0,Female,N/A,Y,N,"MSc Communication Science, University of Vienna",Senior Communications Officer,,,I am academically trained in SPSS and beginner in R,Facebook,I would like to pursue my career in data analytics however I only have experience academically. Hence I hope to learn more about it in the working world.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
17084087a9289410e3824c0be41d45f2,Female,Canceled,N,N,"Wake Forest University, NC, USA",Sr. Project Manager,,,"I have had some exposure with SQL, Adobe, and Google Analytics",Facebook group,Become more aware and adept at using data science tools,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
8013390cc08825d32b65c2c2f8448768,Female,Didn`t show up,N,N,NUS,Security Engineer,,,Basic Python but not catered for data,Facebook,Learning the basics of various software tools currently hot in the market for leveraging the power of data,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
33f2bf8bf2338182102fad16e99a8a1a,Female,N/A,Y,Y,Nus,Marketing executive,,,Nope sorry,Facebook,Analysing of data sets,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
a54b71556692272fba3e5e0e5bfcc019,Female,Canceled,N,N,Celsa Sorbonne University,Associate Director,,,None,Facebook,Applicable skills on how to use data in my day-to-day work to improve the impact of campaigns I am leading.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
be50c19fcd13859511fce99965ab2070,Female,Waitlist,N,N,Master in Business Logistics,IT Trainer & Business Services Provider,,,"SAS, and Databases not analytics, block and Basic coding",Friend who has attended.,Learn about how analytics can be applied to my work.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
61026a81aba09aeb4a851c735b3e7004,Female,Canceled,N,N,NTU,Senior Digital Strategist,,,"GA, GDS, a little python",my colleague,Dash boarding,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
125577b985cf328b9641a25192c08ccf,Female,N/A,Y,N,RMIT,Product manager,,,"GA, basic knowledge - Python",Facebook post,Learning basic data analytic skilll,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
d1491af47825b45225205f0e738ba44a,Female,N/A,Y,Y,University of Bradford,Marketing Specialist,,,"Google Analytics, Salesforce",Facebook,New knowledge and skills in data mining and interpretation of data,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
936b84b0b1af5e1174065416b41fc9db,Female,Didn`t show up,N,N,USA,Product manager - data platforms,,,Python and SQL,Facebook,Data visualisation techniques,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
6c149908cf12a292179101c037e75578,Female,N/A,Y,Y,Law school,"COO of Legaltech startup. I am in charge of the operations of the company, so analyzing the data would be helpful for KPIs and as spend.",,,Some Google Analytics,Facebook group,Get a basic foundation for data analytics,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
1a1916acc7d9983612ff45b3dff9584f,Female,N/A,Y,N,University of the Philippines,Director at Deutsche Bank,,,No experience,Linked in,To understand Data Analytics tools better,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
b73324d631502800ee5113349728c502,Female,N/A,Y,N,Bachelor of Arts Mass Communication,Freelance media professional,,,No experience,Google search,To learn about data analytics and hopefully the knowledge will expand my job search,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
d38d9f2ac95aafdf89b9cafbf0ba3757,Female,Canceled,N,N,Nus soc,Fx td,,,I know python,Techladies,Get started,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
f1e76bda7bcb5f13e7bae5e3aa83a202,Female,Canceled,N,N,The University of Tokyo,Data and process analyst,,,"SPSS, excel, a little bit of R",From friend,Learning different aspects of being a data analyst,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
7d9a1492dabf92a183c325a9839b33a8,Female,Canceled,N,N,NUS,Analyst,,,Learning Python,Colleague,Basic data skills,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
47d7f22432070eb2ebb295bfe23d51f1,Female,N/A,Y,N,Bachelors of biz ad mktg,Biz development,,,None,Friend,Learn more,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
690481b6dd6e311a04cc3069f4c75bbd,Female,N/A,Y,N,Bachelor,Web Designer.,,,only google analytics,facebook,more indepth knowledge of what data is about.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
8e31a1b88d391579a5161e42ca63699f,Female,N/A,Y,N,India,System analyst,,,SAS,Fb,Knowledge,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
2e887237d7859b0b630d381187a091b3,Female,Waitlist,N,N,MDIS,"Program manager, International graduates",,,"None - I mostly clean up and extract data in my 9-5, not really doing analytics",Facebook,Basics of data analytics in a form that I can grasp and practise with,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
8d59f38e46fd94e9ed87d350e85cd13d,Female,N/A,Y,Y,NUS,Market research,,,None but I’ve been inspired from the last talk and started an online course on the basics!,FB,A greater understanding on the practical applications of data analytics,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
058ddfff08d7e188ae56a54651e7cc35,Female,N/A,Y,N,Bsc in management,"Senior Mgr, panel research",,,None,Friend,Basic intro to data analytic,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
86ad6bdb80c2bda38e965db562fe384b,Female,N/A,Y,N,Nanyang Technological University,Digital Advertising - Technical Operations,,,"Learning R, analyzing data using excel",Through Girls In Tech - Singapore Facebook posts,Introduction to data analytics and suggestions to learning content,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
e7d9e6c9ef8ebb73687767bff4078f8d,Female,Didn`t show up,N,N,Seoul National University of Science and Technology,Data Science Researcher and Business Analyst,,,I experienced with Python and R.,From a post on Data Girls in Singapore,"Learn new things related to Data work and network with new girls in Data field. I just start living in Singapore after graduated from a university in Seoul, Korea, this is one of the best way for me to start my life in Singapore.",2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
7ed8728ce1b23806f0c3ee4bd5fe5eab,Female,N/A,Y,N,"Stanford University, MA in International Education","Student Affairs Manager, Aidha. I am also involved in impact assessment.",,,Learning now to use Python and SQL. Have completed a couple of courses on EdX and Coursera.,Received an email,"Hands on practical tools to work with data, networking, meeting more women who are interested in data.",2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
5b119639dc697fd4947611871024134d,Female,N/A,Y,N,"University at Buffalo, New York","Fulfilment Executive, handling metadata delivery and troubleshooting on our digital platforms, also handling technical integration for our in-house analytics team",,,"I have some hands-on work on Tableau, GA, Branch",A colleague introduced me to you :),A real basic foundation on data analytics so I can understand and better help my teams here with their needs/reports if needed :),2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
3d3523bed46f8fbae80cf16324af90fe,Female,N/A,Y,N,Singapore Management University,Research Analyst,,,I work with excel and SPSS on a daily basis for marketing research firm,email,Industry insights and trends. What's data analytics like in other companies. I have always wanted to learn more about SQL and other programming languages,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
8034432acb7d9e08fc284438c70d2dda,Female,N/A,Y,N,Nanyang Technological University,Research Associate,,,SPSS,Word of mouth from colleague,Finding out if I am suitable for a career in data analytics,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
59fde9bb602e096e0aa5ae641201be72,Female,Didn`t show up,N,N,SMU,SENIOR CONSULTANT,,,"GOOGLE ANALYTICS,ADOBE ANALYTICS,POWER BI,DIGIMIND",LINKEDIN,TO LEARN NEW CONCEPTS OF ANALYTICS,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
726f6343acb39d0bc9160683c5dc154d,Female,N/A,Y,N,Diploma,Marketing Manager,,,Google Analytics,Facebook,More in dept knowledge of data analytics,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
af5ba6478b5e43aec855ef0d4807e361,Female,N/A,Y,Y,NUS,Marketing Intern,,,"Excel, Tableau, Google Analytics",Datagirls,Learn to get started with programming skills such as SQL in analyzing data,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
93f932f69b336e65b8620cda68c1f315,Female,N/A,Y,N,Nanyang Polytechnic,School of something founder,,,been doing reading and acctively catching up but have yet to tried it hands on,emailer,basic skill and understanding of Data analytic to apply to my researches.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
1aaa34594e15214f167ee2a83d409dfc,Female,Canceled,N,N,Ngee Ann Polytechnic,Sales & marketing executive,,,No experience,Facebook,As per stated in agenda,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
fbdd2d3931d12a2d31790f1881e9ecb5,Female,Canceled,N,N,Bachelor at Management Information Technology - Portugal,Product Marketing Manager,,,"SQL, PL-SQL, Entreprise Guide SAS, BI SAS, MicroStrategy,...","by email, i'm a subscriber of the newsletter.",I'm expecting to do a refresh in my knowledge and learn something new.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
51fe50001b809ebdf534e358736974fd,Female,N/A,Y,N,Business Management,Digital Marketing Optimizer,,,N/A,Email,Strengthen my understanding and increase my interest in this field.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
025b73e8c544ccc00d41f6c4dd1dd38a,Female,N/A,Y,N,Bachelor of Arts,Senior Marketing Exec,,,Google Analytics & Adwords,FB,Basic data analytics,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
8db64407cd077f73e11e981002c43e1b,Female,N/A,Y,Y,CFA,Product executive,,,Google analytics,A friend,Increase my knowledge,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
df8f0265bdc6224d8502f63f5a1553a4,Female,Canceled,N,Y,Degree,Account Manager (CRM/Loyalty),,,N.A,EDM,To get basic data skillset knowledge and translate to business decision,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
dcad13c637e7570be6d56c126f9ec3cf,Female,N/A,Y,N,university of pennsylvania,start-up,,,zero knowledge,techladies,overview,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
8d902c66422f0838076562552e4f2823,Female,N/A,Y,Y,Royal Melbourne Institute of Technology,Marketing Analyst,,,No data analytics software and programming experience,Datagirls,Data analysis skills,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
40ddc5a2fc794ac11913df0943a2b78d,Female,N/A,Y,N,NUS,Research analyst,,,No.,wom,"Data mining, analytics, data visualisation",2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
1957ba88d3698a00a6a8b67a2a70215c,Female,Canceled,N,Y,National University Of Singapore,Sales,,,Used Google Analytics on own website,Friend,Know more about data analytics,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
10f62c9776435a18db1310e3c5eaac8b,Female,Didn`t show up,N,N,University of Melbourne,"Digital Content Producer, minimal knowledge/experience with deciphering data to produce content",,,Nil,FB,A better understanding of data analytics,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
fd0ca76caea4dd5ffc8c99460f64b44c,Female,Didn`t show up,N,N,Lomonosov Moscow State University,Partner at Interstice Consulting. We do digital marketing so there is some data analytics involved but am not doing much of it personally.,,,Never dealt with data analytics software as we keep pretty much all our numbers in Google Docs.,#Datadriven recent newsletter,"Learn more about data analytics, its application and software used",2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
4c9f2b4bb048c0481af5b8e4a7ac2676,Female,N/A,Y,N,LSE,Research Manager,,,R,Email,Data skills,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
0ba5c9a8d98a9bed8489d924bff584fe,Female,N/A,Y,N,N/A,Asia P3 Hub (Innovation Lab),,,N/A,"Invited by Pam - Contact of Pavel, Jana",N/A,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
43ce6cf3dfa127256c567199e698dee1,Female,Didn`t show up,N,N,National University of Singapore,Account Manager,,,I work at Tableau.,Email from datadriven.sg,Connect with other data geeks,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
6ab1b687abdad8a355f5af3ad9787b9f,Female,N/A,Y,N,Maranatha university,Sales and marketinv,,,None,Facebook,Knowledge on data and digital life,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
d89e18e329adece1a330ad3f34085185,Female,Canceled,N,Y,Taiwan,Researcher,,,None,Email,Data analytics skills,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
918a04648ee980d9d1c0a62ce8fc37f3,Female,Canceled,N,Y,NTU,I am a student pursuing an Electrical and Electronics degree with a specialisation in Computer Engineering,,,I have some experience in PHP,Email,A better understanding as to what skills data analysts require,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
2c877b593d05b6603db59f9aea069579,Female,N/A,Y,N,SMU,Market research,,,Nil,Email,More career interest in Da,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
8a6a937342dc7dcd69e6dd270cbf02de,Female,N/A,Y,N,Curtin Uni,Communications,,,Facebook insights,Friend,Data,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
f10d82566aa39ecb5ca887ad8b2288fb,Female,N/A,Y,N,Singapore Polytechnic,-,,,Don’t have any background,Facebook,To learn the basics of data analytic,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
867708a1798192ea88b672165fd13c41,Female,Canceled,N,N,NTU,"Account Coordinator, dabbled in data for reporting, but nothing extensive.",,,"A little familiar with Facebook analytics and social reporting tools, but not with google analytics!",Flipboard.,A greater understanding for data and to be more familiar with excel,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
98c53428d07d9de0a36ece1663d4cdc8,Female,N/A,Y,N,National University of Singapore,Assistant Producer,,,Nil,Faecbook,Basic knowledge about data analytics,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
947123b7296aeb83d7163213084832ee,Female,N/A,Y,Y,National University of Singapore,Data Analytics team,,,"Big Query, R, Python. All basic beginners level.",Through a friend,New way to look at data,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
cbef7fe39ec06dbf64c43507dbeebbdc,Female,N/A,Y,N,University of Manchester,"Head of Operations, having the knowledge will benefit me very much as I work for a startup and data is key to plan our roadmaps and to allocate resources.",,,unfortunately none :( Does excel count ?,Email,an insight to data analysis and where to start learning,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
57e424d7ea672770104221825b19aa17,Female,Didn`t show up,N,N,Nafa,Designer,,,Ruby,Newsletter,Know how to use data,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
a24a83228ece3f876f1a6809c0e1afd1,Female,N/A,Y,N,Master,Research assistant,,,Google analytics,Friends,"How to use software, how is their application in different industries and cases",2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
df057684956123214433c644fa78f20e,Female,N/A,Y,N,Currently doing PhD at ntu,Curator national museum,,,None but I do art and tech stuff and need to learn how to use data analytics to mine public data,Last year I wanted to attend but had to cancel,Knowledge and connections to possible collaborators,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
22bef773d73c5454a379498f71e26d81,Female,N/A,Y,N,"SDA Bocconi, Italy",Senior Executive,,,No experience,On FB,Have some basic knowledge about data analytics,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
89be6e7a852df1a720c5890b32ba8076,Female,N/A,Y,N,Nus,Design engineer (mechanical),,,Nil experience,Facebook,Learn the basics or be introduced to data analytics,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
be8c45523671d84f53feaba7880eb5f8,Female,N/A,Y,N,University of Leeds,Lawyer,,,None,Networking Event,Gain some experience and knowledge in data analytics software,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
2e03258476fbf95aa8cec95a04ae116e,Female,Canceled,N,N,Nanyang Polytechnic - Business Informatics,"A final year SIM GE University of London student majoring in Information Systems and Management. I am also a member of SIM Data Analytics Club, and have attended several beginner workshops in Data Visualisation.",,,A little experience in Python and R Language.,SIM Data Analytics Club,"To meet like-minded peers and, learn even more in depth in Data Visualisation and R language.",2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
b1611053734ac9dda848ee5ade0170b6,Female,Didn`t show up,N,N,Bachelors of engineering,Senior software developer,,,New to data science,Facebook,,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
44d59602c2483ca8335b8d3bb3db3a50,Female,Didn`t show up,N,N,University of London,"I’m an Economics and Management undergrad that is leading my university’s first initiative focused on technology and innovation. While setting up our marketing campaigns, I rely on analytics to improve our outreach performance. Also, I like learning about data scrapping and cleaning during my free time.",,,I know a little bit of Python but mainly Flask.,Facebook,Really hope to get a solid understanding of some basic data Analytics skills.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
e287780cda11d6ed6e9e63d9c7769fa7,Female,N/A,Y,N,Bsc degree in marketing - hons,"Manager, marketing strategy",,,Nil,Friends,Simple data analytics skills,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
5972b9ec312b359b4cc0425783176377,Female,Waitlist,N,N,India,Senior System Engineer,,,"SQL, SSIS - 4 years and Power BI - 2 years",Facebook,Would like to grow in Business Analytics.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
f46f35a1aa0bf1a0a9a85a4790e92a79,Female,Canceled,N,N,University of Brighton,HR Finance,,,analyse HR finance data,mailing list,upgrade skill,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
c557770ffc571659a0bc258ffdb57706,Female,Didn`t show up,N,N,Degree,Customer success,,,No,Facebook,Understanding -concept and tools,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
b4670899bf2f99ef3be1bbbbf5157700,Female,Waitlist,N,N,Schulich School of Business - York University,"I’m currently a Digital IT Consultant at Daimler, focusing on analytics and DevOps.",,,"Social media analytics (Brandwatch, Pipl), Azure Analytics, Amazon Alexa Competitive Web Intelligence, R, SQL, etc.",TechLadies Facebook group,This is my first data analytics workshop. Everything I know up to this point is self taught or supported by my mentors along the way. I hope to meet likeminded people and gather some takeaways that may be applicable to current or future use cases at my job.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
dcf0a363be93462069d8cd71394fa6e3,Female,N/A,Y,N,NTU,Looking for a career in Data Analytics,,,"Python,R",Facebook,Learn how to use your knowledge im practice scenarios.,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
6d0fbea87a42ed8219a9d0aeb2d8daee,Female,Canceled,N,N,Nanyang Technological University,Marketing,,,No background,Friend recommendation,,2018-03-28,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Intro to Data (DG),1,2
