Identifier (Email/name),Gender,Education,Age_Bracket,City,Country,Attended_Event,Attended_Before,How_Found,Date,Event_ID,Event_Name
f440d5080bb4a5d3082fb96c9f81f32b,Female,Bachelors,21 - 25,Jakarta,Indonesia,Yes,No,Facebook,2020-02-08,90978429933,SheLovesData Jakarta: Introduction to Data
f440d5080bb4a5d3082fb96c9f81f32b,Female,Bachelors,21 - 25,Jakarta,Indonesia,Yes,Yes,Facebook,2020-03-21,97737945827,SheLovesData Jakarta: Intro to Data Prep & Wrangling with Spotfire X
4c5793d759bf549028b0ca1c49163795,Female,Bachelors,21 - 25,Jakarta,Indonesia,Yes,No,Facebook,2019-08-03,66474710649,SheLovesData Jakarta: Intermediate data visualization workshop for women
4c5793d759bf549028b0ca1c49163795,Female,Bachelors,21 - 25,Jakarta,Indonesia,Yes,No,Facebook,2019-11-23,81038088103,SheLovesData Jakarta Meetup: The Art of Negotiation and Persuasion
eb83e2befbae6d229dc60a534cea836c,Female,Bachelors,21 - 25,Los_Angeles,USA,Yes,No,Office Circle,2019-09-28,71139045801,SheLovesData Los Angeles: Introduction to Data Analytics Workshop (September 2019)
a33a4efbb3cae1f38261f571242217ec,Female,Others,36 - 40,Melbourne,Australia,Yes,No,Office Circle,2019-10-10,73447249701,SheLovesData Melbourne:  Introduction to SQL and Data Visualization Workshop for Women
60c2b0b39aa8f32476da6a34934ef317,Male,Masters,31 - 35,Singapore,Singapore,Yes,No,LinkedIn,2018-12-06,53009483793,"SheLovesData Singapore Data Talk Series: DATA AND BUSINESS, TWO TRIBES ONE GOAL?"
60c2b0b39aa8f32476da6a34934ef317,Male,Masters,36 - 40,Singapore,Singapore,Yes,No,Other Medium,2019-11-22,75585106087,SheLovesData/TIBCO Hackathon: Hack your way to a healthier lifestyle
8ee3930d36287f448205bd8f4d80877c,Female,Bachelors,15 - 20,Sydney,Australia,Yes,No,Facebook,2019-05-16,61180160507,SheLovesData Sydney: Free Introduction to Data Analytics Workshop for women (May 2019)
8ee3930d36287f448205bd8f4d80877c,Female,Bachelors,15 - 20,Sydney,Australia,Yes,Yes,Facebook,2019-10-26,74531089495, SheLovesData Sydney: Introduction to Python Programming for Data
76aa39ec0d5d39a9d9210d1f686bb717,Female,Bachelors,26 - 30,Sydney,Australia,Yes,No,Facebook,2019-07-04,63446297584,SheLovesData Sydney: Tableau Data Storytelling workshop for women
76aa39ec0d5d39a9d9210d1f686bb717,Female,Bachelors,26 - 30,Sydney,Australia,No,Yes,Other Medium,2020-03-19,97052878773,SheLovesData Sydney Meetup: Do you dare to change your career  to follow your true passion?
18c49337194a805ca4c5f547acdf42bf,Female,Bachelors,31 - 35,Kuala_Lumpur,Malaysia,Yes,No,Facebook,2020-03-28,98411713083,SheLovesData KL: Introduction to data exploration using Python
06757de4d7c7ca559d7e4d1a3ede737f,Female,Bachelors,26 - 30,Kuala_Lumpur,Malaysia,Yes,No,Facebook,2020-01-18,88661237147,SheLovesData Malaysia: Free Introduction to Data Visualization using Power BI
f9a9e52e208d5264195484d891632a7e,Female,Vocational,36 - 40,Singapore,Singapore,Yes,No,Office Circle,2018-12-06,53009483793,"SheLovesData Singapore Data Talk Series: DATA AND BUSINESS, TWO TRIBES ONE GOAL?"
f9a9e52e208d5264195484d891632a7e,Female,Bachelors,36 - 40,Singapore,Singapore,Yes,Yes,Other Medium,2019-03-14,57288030040,SheLovesData Singapore Meetup: Data is The New Black
f9a9e52e208d5264195484d891632a7e,Female,Bachelors,36 - 40,Singapore,Singapore,Yes,Yes,Office Circle,2019-07-30,64909383714,SheLovesData Singapore: Machine Learning and YOU
f9a9e52e208d5264195484d891632a7e,Female,Bachelors,36 - 40,Singapore,Singapore,Yes,Yes,Office Circle,2019-09-17,71139886315,SheLovesData Singapore: Free Introduction to Data Analytics Workshop for Women
f9a9e52e208d5264195484d891632a7e,Female,Bachelors,36 - 40,Singapore,Singapore,Yes,Yes,Office Circle,2019-10-03,72763380229,SheLovesData Singapore Meetup: How to explore and navigate analytics dashboards
f9a9e52e208d5264195484d891632a7e,Female,Bachelors,36 - 40,Singapore,Singapore,Yes,Yes,Office Circle,2019-11-28,82610154195,Free She Loves Data’s Data Engineering Series :  Qubole Presto Singapore MeetUp
0b94d11bbf4b5457dc9735cef6ffdc35,Female,Bachelors,21 - 25,Kuala_Lumpur,Malaysia,Yes,No,Office Circle,2020-01-18,88661237147,SheLovesData Malaysia: Free Introduction to Data Visualization using Power BI
64f1503ed95e94737537b37cfa0d679a,Female,Bachelors,21 - 25,Sydney,Australia,Yes,No,Office Circle,2019-08-08,65526737235,SheLovesData Sydney Meetup: Data is the New Black
c2f2d717db7adb2d0a2f75ebccca83f6,Female,Bachelors,21 - 25,Auckland,New Zealand,Yes,No,Friend Circle,2018-07-03,47042971795,She Loves Data Auckland NZ: Introduction to Data Analytics Workshop for Women
9a0a0937322107ed4b681b74132ccd06,Female,Masters,21 - 25,Melbourne,Australia,Yes,No,Facebook,2019-03-26,58026704435,SheLovesData Melbourne: Tableau Data Storytelling workshop
7d2fae93ba0f4391dd72e19c53b044f6,Female,Bachelors,41 - 45,Sydney,Australia,Yes,No,Facebook,2018-10-29,50018833678,SheLovesData Sydney AU: Introductory Data Analytics Workshop for Women (October 2018)
c9143fc725d205b9fa85d0e19ed8e5c0,Female,Bachelors,31 - 35,Auckland,New Zealand,Yes,No,Office Circle,2018-07-03,47042971795,She Loves Data Auckland NZ: Introduction to Data Analytics Workshop for Women
c5c09ef8faf9f3a808b60148bc810638,Female,Masters,36 - 40,Sydney,Australia,Yes,No,Friend Circle,2019-09-06,70422143527,SheLovesData Sydney: Free Introduction to Data Analytics Workshop for women (September 2019)
83e4818b30e4dddeeb58093c8a27031b,Female,Bachelors,26 - 30,Singapore,Singapore,Yes,No,Facebook,2019-09-17,71139886315,SheLovesData Singapore: Free Introduction to Data Analytics Workshop for Women
84af633a96907811f45e3f8249ffcd30,Male,Masters,21 - 25,Jakarta,Indonesia,Yes,No,LinkedIn,2019-11-23,81038088103,SheLovesData Jakarta Meetup: The Art of Negotiation and Persuasion
349ebc6bdb0dad6b54b1d9e32f8d60ed,Unspecified,Doctorate,Unspecified,Sydney,Australia,Yes,Unspecified,Unspecified,2018-06-25,45893295081,SheLovesData Sydney AU: Introductory Data Analytics Workshop for Women
5bbc5eb1cb15b863a902faeb89b0c61b,Female,Bachelors,26 - 30,Jakarta,Indonesia,Yes,No,Facebook,2019-08-03,66474710649,SheLovesData Jakarta: Intermediate data visualization workshop for women
99c5074e96eace01ae54324c0f7177d2,Female,Masters,21 - 25,Sydney,Australia,Yes,No,Friend Circle,2019-02-05,54434747796,SheLovesData Sydney: Introductory Data Analytics Workshop (Feb 2019)
40bf3effee8f780828c0e100c9e9fe2e,Female,Bachelors,21 - 25,Los_Angeles,USA,No,No,Subscription,2019-05-18,59928870866,SheLovesData Los Angeles: Introduction to Data Analytics Workshop (May 2019)
c10bfd2a3f17345a7b697cb69ad4a066,Female,Bachelors,26 - 30,Singapore,Singapore,No,No,Friend Circle,2020-01-15,83453992137,Free SheLovesData Singapore Meetup: How to explore and navigate analytics dashboards
28b706723d403fa76eaeda16ec5c4cb1,Female,Bachelors,31 - 35,Melbourne,Australia,Yes,No,LinkedIn,2019-04-09,59035502778,SheLovesData Melbourne: Introduction to Data Analytics Workshop (April 2019)
28b706723d403fa76eaeda16ec5c4cb1,Female,Bachelors,31 - 35,Melbourne,Australia,Yes,Yes,LinkedIn,2019-10-10,73447249701,SheLovesData Melbourne:  Introduction to SQL and Data Visualization Workshop for Women
1c1333e1c116019d5cca2b55dc407c46,Female,Bachelors,21 - 25,Singapore,Singapore,No,Yes,Other Medium,2020-01-15,83453992137,Free SheLovesData Singapore Meetup: How to explore and navigate analytics dashboards
2d74b184604ab764d9cb5399399137ca,Female,Bachelors,15 - 20,Jakarta,Indonesia,No,No,Friend Circle,2019-09-21,72414019281,SheLovesData Jakarta: Data Visualization with Power BI
a0853aed1a1202c431e2a0d8423bec00,Female,Others,31 - 35,Los_Angeles,USA,Yes,No,LinkedIn,2019-05-18,59928870866,SheLovesData Los Angeles: Introduction to Data Analytics Workshop (May 2019)
12e752d49b2491172619525166d685b1,Female,Bachelors,21 - 25,Jakarta,Indonesia,Yes,No,Friend Circle,2019-08-03,66474710649,SheLovesData Jakarta: Intermediate data visualization workshop for women
57e424d7ea672770104221825b19aa17,Female,Bachelors,26 - 30,Singapore,Singapore,Yes,No,Facebook,2018-05-08,45516576305,SheLovesData Singapore SG: Introductory Data Analytics Workshop for Women
57e424d7ea672770104221825b19aa17,Female,Bachelors,26 - 30,Singapore,Singapore,Yes,Yes,Other Medium,2018-06-20,46926367027,DataFirst x She Loves Data Singapore SG: From Data to Data StoryTelling
57e424d7ea672770104221825b19aa17,Female,Bachelors,26 - 30,Singapore,Singapore,Yes,Yes,Other Medium,2018-07-24,47917820491,SheLovesData Singapore: #Datadriven x Dentsu Aegis: Data Engineering Meetup
57e424d7ea672770104221825b19aa17,Female,Bachelors,26 - 30,Singapore,Singapore,No,Yes,Facebook,2018-10-25,50992163935,SheLovesData Singapore: R Programming Workshop 
57e424d7ea672770104221825b19aa17,Female,Bachelors,26 - 30,Singapore,Singapore,Yes,No,Facebook,2019-06-07,62510752343,Digital Marketing Analytics: Singapore
57e424d7ea672770104221825b19aa17,Female,Bachelors,26 - 30,Singapore,Singapore,No,Yes,Facebook,2019-06-28,63594938172,SheLovesData Singapore: Data Visualisation and How to Think Like a Data Analyst 
57e424d7ea672770104221825b19aa17,Female,Bachelors,26 - 30,Singapore,Singapore,Yes,Yes,Facebook,2019-11-22,75585106087,SheLovesData/TIBCO Hackathon: Hack your way to a healthier lifestyle
57e424d7ea672770104221825b19aa17,Female,Bachelors,26 - 30,Singapore,Singapore,No,Yes,Facebook,2020-03-07,90972969601,SheLovesData & Oracle Singapore: All About Data workshop
342374d97a29d40f7285ad999d108724,Male,Masters,26 - 30,Jakarta,Indonesia,Yes,No,Subscription,2019-03-04,56827688145,SheLovesData Jakarta Meetup: Data is The New Black
ed4b3bd64f2b9ae6029f913b0ff4ef21,Female,Bachelors,36 - 40,Singapore,Singapore,Yes,Yes,Facebook,2018-06-20,46926367027,DataFirst x She Loves Data Singapore SG: From Data to Data StoryTelling
ed4b3bd64f2b9ae6029f913b0ff4ef21,Female,Bachelors,36 - 40,Singapore,Singapore,Yes,Yes,Facebook,2018-07-24,47917820491,SheLovesData Singapore: #Datadriven x Dentsu Aegis: Data Engineering Meetup
8aa7226eac783b2738db69cb00c77ae4,Female,Masters,26 - 30,Los_Angeles,USA,Yes,No,Facebook,2019-05-18,59928870866,SheLovesData Los Angeles: Introduction to Data Analytics Workshop (May 2019)
9c54a27de252a6c7f435981a9b2315f3,Female,Undergraduate,21 - 25,Jakarta,Indonesia,Yes,No,LinkedIn,2019-03-04,56827688145,SheLovesData Jakarta Meetup: Data is The New Black
ebb09c801bcdea2f68a660f979e0ab6a,Female,Bachelors,26 - 30,Manila,Philippines,No,No,LinkedIn,2020-02-18,89949227561,SheLovesData Manila: Free Introduction to Data for Women
501c04990cb3a5866a76f3019bb9b77f,Female,Masters,36 - 40,Lagos,Nigeria,Yes,No,Office Circle,2020-01-25,88358096445,SheLovesData Abuja Meetup: Data is the new black
7afb39488de9a9acae2ad69fde22dfdd,Female,Masters,31 - 35,Singapore,Singapore,Yes,No,Facebook,2018-05-08,45516576305,SheLovesData Singapore SG: Introductory Data Analytics Workshop for Women
7afb39488de9a9acae2ad69fde22dfdd,Female,Bachelors,31 - 35,Singapore,Singapore,No,Yes,Facebook,2018-10-25,50992163935,SheLovesData Singapore: R Programming Workshop 
50225166a01f4130ccecd17b981eeeb0,Female,Bachelors,26 - 30,Singapore,Singapore,Yes,No,Office Circle,2018-10-26,51356671186,SheLovesData Singapore:  Introductory Data Analytics Workshop for Women
bf818afc4480df6733e170a0a9e7fa2b,Female,Bachelors,36 - 40,Sydney,Australia,Yes,No,LinkedIn,2019-05-16,61180160507,SheLovesData Sydney: Free Introduction to Data Analytics Workshop for women (May 2019)
bf818afc4480df6733e170a0a9e7fa2b,Female,Bachelors,36 - 40,Sydney,Australia,Yes,Yes,Friend Circle,2019-06-06,62443171206,SheLovesData Sydney: Free Soft Skills workshop with Power BI session
bf818afc4480df6733e170a0a9e7fa2b,Female,Bachelors,36 - 40,Sydney,Australia,Yes,Yes,LinkedIn,2019-08-08,65526737235,SheLovesData Sydney Meetup: Data is the New Black
bf818afc4480df6733e170a0a9e7fa2b,Female,Bachelors,41 - 45,Sydney,Australia,No,Yes,Friend Circle,2020-03-19,97052878773,SheLovesData Sydney Meetup: Do you dare to change your career  to follow your true passion?
4a42af1932f0055e1f9ea58ea6f18682,Female,Bachelors,46 - 50,Singapore,Singapore,Yes,No,Other Medium,2019-07-30,64909383714,SheLovesData Singapore: Machine Learning and YOU
9806fa905798434d2cc33de1ab1144c4,Male,Others,46 - 50,Singapore,Singapore,Yes,No,Other Medium,2019-07-30,64909383714,SheLovesData Singapore: Machine Learning and YOU
3298b12ee59544bc9e0b388e3ad2ae47,Female,Masters,41 - 45,Sydney,Australia,No,No,LinkedIn,2019-09-06,70422143527,SheLovesData Sydney: Free Introduction to Data Analytics Workshop for women (September 2019)
9d202ea5ce6bf0ca7046448e88ae6299,Male,Undergraduate,21 - 25,Jakarta,Indonesia,Yes,Yes,Friend Circle,2019-06-20,62524980901,SheLovesData Jakarta Meetup: Let's talk about Ethics in Data
c15b1f095efacc7789dff3d219a0081e,Female,Bachelors,21 - 25,Jakarta,Indonesia,Yes,No,Office Circle,2019-07-27,64731065359,SheLovesData Jakarta: Content Marketing & Social Media Workshop
c15b1f095efacc7789dff3d219a0081e,Female,Bachelors,26 - 30,Jakarta,Indonesia,Yes,Yes,Subscription,2019-09-05,69720585147,SheLovesData Jakarta Meetup: How Indonesia Uses Data
8acdfe90e1efd368bea988f90a7ea7b2,Female,Vocational,15 - 20,Jakarta,Indonesia,Yes,No,Friend Circle,2019-06-20,62524980901,SheLovesData Jakarta Meetup: Let's talk about Ethics in Data
5147b859aba4dbd27378ae752624b01b,Female,Bachelors,26 - 30,Singapore,Singapore,Yes,No,Facebook,2019-01-17,54274046133,SheLovesData Singapore: R Programming Workshop
88eca1abb9c6b421ee1bbf49719d41d5,Female,Undergraduate,15 - 20,Los_Angeles,USA,Yes,No,Facebook,2019-05-18,59928870866,SheLovesData Los Angeles: Introduction to Data Analytics Workshop (May 2019)
b03744920f6207327df5532930e66a4d,Unspecified,Doctorate,Unspecified,Sydney,Australia,Yes,Unspecified,Unspecified,2018-06-25,45893295081,SheLovesData Sydney AU: Introductory Data Analytics Workshop for Women
6cb13a3ff1554b64499040fbd88c2e0e,Female,Bachelors,26 - 30,Singapore,Singapore,Yes,No,Friend Circle,2018-11-28,52748060870,SheLovesData Singapore: Digital Marketing Analytics
54f1460fc1fffea4b1bbdfeebd10a193,Female,Others,21 - 25,Singapore,Singapore,Yes,No,Facebook,2019-06-07,62510752343,Digital Marketing Analytics: Singapore
54f1460fc1fffea4b1bbdfeebd10a193,Female,Others,21 - 25,Singapore,Singapore,Yes,No,Subscription,2019-09-17,71139886315,SheLovesData Singapore: Free Introduction to Data Analytics Workshop for Women
772f07c7588cb2a5df61fb201a33ab1a,Female,Bachelors,15 - 20,Jakarta,Indonesia,Yes,No,Facebook,2019-06-20,62524980901,SheLovesData Jakarta Meetup: Let's talk about Ethics in Data
772f07c7588cb2a5df61fb201a33ab1a,Female,Bachelors,15 - 20,Jakarta,Indonesia,Yes,No,Facebook,2019-09-05,69720585147,SheLovesData Jakarta Meetup: How Indonesia Uses Data
772f07c7588cb2a5df61fb201a33ab1a,Female,Bachelors,21 - 25,Jakarta,Indonesia,No,No,Other Medium,2019-10-26,75319764443,SheLovesData Jakarta: Data Visualization Workshop Using YellowFin
e01818fe693c7e01a8ca0cfe85e75877,Female,Masters,26 - 30,Jakarta,Indonesia,Yes,Yes,Subscription,2019-03-04,56827688145,SheLovesData Jakarta Meetup: Data is The New Black
46b25f3af836866cc333f28238ccd884,Female,Bachelors,26 - 30,Hong_Kong,Hong Kong (China),No,No,Facebook,2019-08-26,64650906602,SheLovesData HongKong x Google: Google Analytics Hands-on Workshop
46b25f3af836866cc333f28238ccd884,Female,Bachelors,26 - 30,Hong_Kong,Hong Kong (China),Yes,No,Subscription,2019-11-26,79945692719,SheLovesData HongKong x FDM: Introduction to Python Workshop
b609130c42a7770b59984f963292e61c,Female,Masters,46 - 50,Sydney,Australia,Yes,No,Office Circle,2019-08-08,65526737235,SheLovesData Sydney Meetup: Data is the New Black
b609130c42a7770b59984f963292e61c,Female,Masters,46 - 50,Sydney,Australia,No,Yes,Other Medium,2020-03-19,97052878773,SheLovesData Sydney Meetup: Do you dare to change your career  to follow your true passion?
233fa47172db0c14e093255da1862ad2,Female,Bachelors,46 - 50,Singapore,Singapore,Yes,Yes,Facebook,2018-10-25,50992163935,SheLovesData Singapore: R Programming Workshop 
233fa47172db0c14e093255da1862ad2,Female,Bachelors,46 - 50,Singapore,Singapore,Yes,Yes,Facebook,2018-11-15,52080118035,SheLovesData Singapore: Martech for the Data-driven Marketers
233fa47172db0c14e093255da1862ad2,Female,Bachelors,46 - 50,Singapore,Singapore,Yes,Yes,Other Medium,2018-11-28,52748060870,SheLovesData Singapore: Digital Marketing Analytics
233fa47172db0c14e093255da1862ad2,Female,Bachelors,46 - 50,Singapore,Singapore,Yes,Yes,Facebook,2019-03-14,57288030040,SheLovesData Singapore Meetup: Data is The New Black
233fa47172db0c14e093255da1862ad2,Female,Bachelors,46 - 50,Singapore,Singapore,Yes,Yes,Other Medium,2019-06-07,62510752343,Digital Marketing Analytics: Singapore
233fa47172db0c14e093255da1862ad2,Female,Bachelors,46 - 50,Singapore,Singapore,Yes,Yes,Friend Circle,2019-06-28,63594938172,SheLovesData Singapore: Data Visualisation and How to Think Like a Data Analyst 
233fa47172db0c14e093255da1862ad2,Female,Bachelors,46 - 50,Singapore,Singapore,Yes,Yes,Facebook,2019-07-30,64909383714,SheLovesData Singapore: Machine Learning and YOU
233fa47172db0c14e093255da1862ad2,Female,Bachelors,46 - 50,Singapore,Singapore,No,Yes,Facebook,2019-10-03,72763380229,SheLovesData Singapore Meetup: How to explore and navigate analytics dashboards
c6c7882ac747189fe77ea6e38d6c5613,Female,Bachelors,26 - 30,Auckland,New Zealand,No,No,Office Circle,2018-07-03,47042971795,She Loves Data Auckland NZ: Introduction to Data Analytics Workshop for Women
38df024db7d9663df141fcb9fed547ea,Female,Bachelors,21 - 25,Sydney,Australia,Yes,No,Office Circle,2019-11-26,80846240281,SheLovesData Sydney Meetup: Diversity & Inclusion from Different Perspectives
deba2c7b9698d1d318e0ed2f09c8eca4,Female,Bachelors,36 - 40,Singapore,Singapore,Yes,No,Friend Circle,2018-07-24,47917820491,SheLovesData Singapore: #Datadriven x Dentsu Aegis: Data Engineering Meetup
74a0e6d8c2bc81f5c5c1e3f33d3f6558,Female,Bachelors,31 - 35,Auckland,New Zealand,Yes,No,Facebook,2018-07-03,47042971795,She Loves Data Auckland NZ: Introduction to Data Analytics Workshop for Women
5ebe05ba258603ba4451ed745bff9614,Female,Masters,36 - 40,Sydney,Australia,Yes,No,Friend Circle,2018-06-25,45893295081,SheLovesData Sydney AU: Introductory Data Analytics Workshop for Women
2d59a91f5c1121f48e3b5d9383271d7f,Female,Masters,26 - 30,Sydney,Australia,Yes,No,Office Circle,2019-08-08,65526737235,SheLovesData Sydney Meetup: Data is the New Black
a63fa2686953ef2c58f5f24b9f1bb91a,Female,Bachelors,21 - 25,Los_Angeles,USA,Yes,No,Facebook,2019-05-18,59928870866,SheLovesData Los Angeles: Introduction to Data Analytics Workshop (May 2019)
2843eb1c8fea111ace83d1fadee9f784,Female,Masters,21 - 25,Jakarta,Indonesia,Yes,No,Office Circle,2020-03-12,94842764261,SheLovesData Jakarta: Finding your path as a career woman meetup
40d97a8f8545a186e04288cedeb95b6c,Female,Masters,36 - 40,Hong_Kong,Hong Kong (China),Yes,No,Facebook,2019-03-20,58127559094,SheLovesData HongKong Meetup: Data is the New Black
da16d97e82c03e56efecc1311d7324bf,Female,Bachelors,31 - 35,Melbourne,Australia,No,No,Other Medium,2019-03-26,58026704435,SheLovesData Melbourne: Tableau Data Storytelling workshop
da16d97e82c03e56efecc1311d7324bf,Female,Bachelors,31 - 35,Melbourne,Australia,Yes,No,Subscription,2019-04-09,59035502778,SheLovesData Melbourne: Introduction to Data Analytics Workshop (April 2019)
7793bd8950ac05f6e12c82207194469f,Female,Bachelors,36 - 40,Hong_Kong,Hong Kong (China),Yes,Yes,Facebook,2019-08-26,64650906602,SheLovesData HongKong x Google: Google Analytics Hands-on Workshop
a5b15ec2402a84e2df1d6cfe5fbc4ebb,Female,Masters,21 - 25,Melbourne,Australia,Yes,No,Office Circle,2019-08-06,65040732582,SheLovesData Melbourne Meetup: Data is the New Black
dd7f3e2b4073c184e7226f4b10c7947b,Female,Bachelors,31 - 35,Lagos,Nigeria,Yes,No,Facebook,2020-01-25,88358096445,SheLovesData Abuja Meetup: Data is the new black
4ea076bd2f2f3157daa531d0e2ceba74,Male,Masters,26 - 30,Melbourne,Australia,Yes,No,LinkedIn,2019-10-10,73447249701,SheLovesData Melbourne:  Introduction to SQL and Data Visualization Workshop for Women
ba0b049a999d1f531315ffd4069550b0,Female,Vocational,41 - 45,Los_Angeles,USA,Yes,No,Facebook,2019-05-18,59928870866,SheLovesData Los Angeles: Introduction to Data Analytics Workshop (May 2019)
f19c2e333f67b41fafbc92759a5dd828,Female,Doctorate,41 - 45,Hong_Kong,Hong Kong (China),Yes,No,Other Medium,2019-06-12,62814459740,SheLovesData HongKong Meetup: The Future of Data Analytics in Marketing
2cfe0b2de9eecc69987918652091d413,Female,Bachelors,26 - 30,Singapore,Singapore,Yes,No,Friend Circle,2019-01-29,54747427028,SheLovesData Singapore: Overcoming Fear of Public Speaking
ea89e43cb29b97f9707de830239c020b,Female,Bachelors,26 - 30,Kuala_Lumpur,Malaysia,Yes,No,Other Medium,2020-01-18,88661237147,SheLovesData Malaysia: Free Introduction to Data Visualization using Power BI
7eea84a3d3a1858bc51b7ae791468c42,Female,Masters,26 - 30,Melbourne,Australia,Yes,No,Facebook,2018-06-28,46494580542,SheLovesData Melbourne AU: Introductory Data Analytics Workshop for Women
a43ab327ff79f24487794eff056a6bdb,Female,Bachelors,36 - 40,Singapore,Singapore,No,No,Facebook,2018-11-28,52748060870,SheLovesData Singapore: Digital Marketing Analytics
cc01b0d76b81dbc1947ea033bab48bb8,Female,Bachelors,31 - 35,Jakarta,Indonesia,Yes,No,Friend Circle,2019-08-03,66474710649,SheLovesData Jakarta: Intermediate data visualization workshop for women
cc01b0d76b81dbc1947ea033bab48bb8,Female,Bachelors,31 - 35,Jakarta,Indonesia,Yes,Yes,Friend Circle,2019-10-26,75319764443,SheLovesData Jakarta: Data Visualization Workshop Using YellowFin
a006eef109c1dca444f15d5dbd1a94f0,Female,Bachelors,21 - 25,Jakarta,Indonesia,Yes,No,Friend Circle,2019-03-04,56827688145,SheLovesData Jakarta Meetup: Data is The New Black
17c14c9ae901f174a87fd2bf459f40d5,Female,Bachelors,26 - 30,Singapore,Singapore,Yes,No,Facebook,2018-10-26,51356671186,SheLovesData Singapore:  Introductory Data Analytics Workshop for Women
3577a390522a3f7f76c3a3a201cbb3df,Female,Doctorate,15 - 20,Jakarta,Indonesia,Yes,No,Other Medium,2019-06-20,62524980901,SheLovesData Jakarta Meetup: Let's talk about Ethics in Data
3577a390522a3f7f76c3a3a201cbb3df,Female,Bachelors,21 - 25,Jakarta,Indonesia,Yes,No,Friend Circle,2019-06-29,63418250695,SheLovesData Jakarta: Free Introduction to Data Analytics Workshop for Women
964ac2905f02a16f63e586b594dd0ced,Female,Bachelors,21 - 25,Singapore,Singapore,No,No,Friend Circle,2020-03-07,90972969601,SheLovesData & Oracle Singapore: All About Data workshop
7987baeb0fb45df208a8bd5627f3d1c2,Female,Masters,26 - 30,Jakarta,Indonesia,Yes,No,Facebook,2019-06-29,63418250695,SheLovesData Jakarta: Free Introduction to Data Analytics Workshop for Women
8b5af9389dc6dc3501155d16db744a84,Female,Undergraduate,15 - 20,Los_Angeles,USA,Yes,No,Friend Circle,2019-09-28,71139045801,SheLovesData Los Angeles: Introduction to Data Analytics Workshop (September 2019)
176cde973f5dad98c89584812220cf5e,Female,Bachelors,21 - 25,Lagos,Nigeria,Yes,No,Other Medium,2020-01-25,88358096445,SheLovesData Abuja Meetup: Data is the new black
e3bdcb7685281b1167f2f42acf466a4c,Male,Bachelors,31 - 35,Singapore,Singapore,No,No,Facebook,2018-07-24,47917820491,SheLovesData Singapore: #Datadriven x Dentsu Aegis: Data Engineering Meetup
b281a71765a91dfc2520a1dbe648072c,Female,Masters,41 - 45,Singapore,Singapore,Yes,No,LinkedIn,2019-01-29,54747427028,SheLovesData Singapore: Overcoming Fear of Public Speaking
578c59ea38b438fdeae1afb0720bfc79,Female,Masters,36 - 40,Sydney,Australia,Yes,No,Facebook,2019-05-16,61180160507,SheLovesData Sydney: Free Introduction to Data Analytics Workshop for women (May 2019)
56d8d8f841c908506ffa4e20fba1e032,Male,Masters,31 - 35,Melbourne,Australia,Yes,No,Facebook,2020-02-24,93925059381,SheLovesData Melbourne: Introduction to SQL and Data Visualization
6e12c62b0e2795b869f500394a12e19f,Female,Bachelors,26 - 30,Hong_Kong,Hong Kong (China),No,No,LinkedIn,2019-11-26,79945692719,SheLovesData HongKong x FDM: Introduction to Python Workshop
05dc72876ea7a570349c02cc23c4c207,Female,Others,26 - 30,Phnom_Penh,Cambodia,Yes,No,Friend Circle,2019-12-07,82610595515,SheLovesData Siem Reap: Free Introduction to Data for Women
4ab6347467def990cc993f444c479231,Female,Masters,26 - 30,Melbourne,Australia,Yes,No,Office Circle,2018-11-28,51569300165,SheLovesData Melbourne AU: Introductory Data Analytics Workshop for Women
4ab6347467def990cc993f444c479231,Female,Masters,26 - 30,Melbourne,Australia,Yes,Yes,Office Circle,2019-03-26,58026704435,SheLovesData Melbourne: Tableau Data Storytelling workshop
24140003e1b21953bcbff45c8f740274,Unspecified,Doctorate,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2018-11-28,51569300165,SheLovesData Melbourne AU: Introductory Data Analytics Workshop for Women
6515572ea94047b91405633dc4a410c8,Female,Masters,31 - 35,Melbourne,Australia,Yes,No,LinkedIn,2019-08-06,65040732582,SheLovesData Melbourne Meetup: Data is the New Black
98fc008e1417192c34b9d464f81a99d5,Female,Bachelors,26 - 30,Auckland,New Zealand,Yes,No,Office Circle,2018-07-03,47042971795,She Loves Data Auckland NZ: Introduction to Data Analytics Workshop for Women
bb380f0560e5531fcbe9b812d5ca72a6,Female,Masters,41 - 45,Singapore,Singapore,Yes,No,Facebook,2019-09-17,71139886315,SheLovesData Singapore: Free Introduction to Data Analytics Workshop for Women
0fb3a517700c027b91740a68aa913968,Female,Bachelors,31 - 35,Sydney,Australia,Yes,No,Office Circle,2019-11-26,80846240281,SheLovesData Sydney Meetup: Diversity & Inclusion from Different Perspectives
a8c5fef8461b25539f04dcb0316b77c3,Female,Masters,36 - 40,Sydney,Australia,Yes,No,Friend Circle,2018-06-25,45893295081,SheLovesData Sydney AU: Introductory Data Analytics Workshop for Women
3b7542ef6ec60d174d67d6c28c1aed68,Female,Doctorate,36 - 40,Sydney,Australia,Yes,No,LinkedIn,2019-11-26,80846240281,SheLovesData Sydney Meetup: Diversity & Inclusion from Different Perspectives
d5447279240b31f2e8c778995b74c166,Female,Bachelors,26 - 30,Melbourne,Australia,Yes,No,Subscription,2019-10-10,73447249701,SheLovesData Melbourne:  Introduction to SQL and Data Visualization Workshop for Women
