Identifier (Email/name),Gender,Education,Age_Bracket,City,Country,Attended_Event,Attended_Before,How_Found,Date,Event_ID,Event_Name,Event_Name (1),Sheet
7e45ea6ca3268626f0763bdc847e65fb,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Friend Circle,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
cdc73c7d58a6ad3f6ee01e11c3f8e508,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Friend Circle,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
136bbb1194e68a9f0470f0abf1b0d58b,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,LinkedIn,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
08cce6af469edf2fcdcb45a5523bdd4b,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Friend Circle,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
49f1387e48e49f121f778835a3c81a75,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
3c4dbc997b8c40cc16293fa17eca28ec,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
7ac269dc85d16fa3049d59b7839286f5,Female,Doctorate,Unspecified,Melbourne,Australia,Yes,Unspecified,Friend Circle,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
c3bacae438a11a0cd98227e9102f2949,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Facebook,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
9ad2b00d250cd534e5b4f98e2cad2aa9,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Friend Circle,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
faed665660807b431d585cfdeb77ae03,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Facebook,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
3263a9f7bb0739470d2deba8d020e9c9,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,LinkedIn,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
ae6ed3015d2dac9bc6b2dfbf1f5b3c4b,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Facebook,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
973f976954e9ea46d42f54a672ab956e,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Subscription,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
ea64e1d8a6cf1281a3e2ff84dcd57c05,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Friend Circle,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
06aa3b5a90e92de7f8f667521feafe1a,Female,Doctorate,Unspecified,Melbourne,Australia,Yes,Unspecified,Facebook,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
75f8575eab322570713fb1ad3956b4bb,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
7d16eb962013acfe0a0b364378b2fe65,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Friend Circle,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
c24e186d13f8bd92c5f8262a90568139,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Friend Circle,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
c608206cc155814defba0b823844479a,Female,Undergraduate,Unspecified,Melbourne,Australia,Yes,Unspecified,Friend Circle,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
1704b1d7065d84077ed405cb48aa5a8b,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Friend Circle,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
579e813946eea0edc5e396dbfb723753,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Friend Circle,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
957ef97073d4db3a9ffce8335ccebfaf,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
3161eda05dd7ca8868740130143bdaf2,Female,Others,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
647c404dafecf2e69e4c5d9431ebd9e5,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,LinkedIn,2018-03-15,13,Data Engineering,Data Engineering,BEFORE
7c4884c84f0bfebcf23ba1cb8da0c827,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
1fb9bace6556686df3fe145db004cb21,Female,Doctorate,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
ddb713c15f0ef153271abf20af038f41,Female,Others,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
cc8f5097062fc68612621fb4284dbe20,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
1a3d075d93f87872b15f7d2d8e203482,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
6a200e95825fa75c90fe8076241c1e42,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
a902ecc6fba5f4bcf34ab7576800ddd9,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
4df448521342247ab65a3830d57a9462,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
b1bcaece22cf88216572848d8532b654,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
86aad84c94fdde72c8eb6fb94410f643,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
8fe5c8cd2bc809ee60025d7e8df0858a,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
7b6db0da9c6a0fa3f0267eb55708f175,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
12d55815446f4bbc4e0c7cd221395d6e,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
86aad84c94fdde72c8eb6fb94410f643,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
3ac447045ed1db1af5ae7e0c6ec5dfd5,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
c5ee05b0441fb8333325a7dd7e45f534,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
6a186657f5f62b75710279bb7942faf3,Female,Undergraduate,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
a7a564a5432283625536068fb2147193,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
5df3c7e95872a6e9099dec6401368da4,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
fdbf9ecb24a61456f507e377441ec169,Female,Undergraduate,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
575f54706fd29930ccaadaa6cb1dc344,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
d829758a4e4e19b4baeb5c77e384fbd7,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
75d3dd47540303bb28a9d8c3f50aa529,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
d500bcf19ad3ff3f93b658f0cfe000e6,Female,Others,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
9d7cab9c3032cea6ddd632188eb94be7,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
9a1045b85ae7ae046c7a09f3f6ebe088,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
e5745c36d9d75b402b8499d3be1d5b0c,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
0077c5dfa16ec55f8c186621db07482c,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
7c9d428b8af71f86a9192961ae0c847d,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
147b19582d7c50955700567f721381f3,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
41eca73cadae6942ef9453ee8d946fd1,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
15a37b37862fe633fb8d25c4f8dca9e9,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
7e0770f97366c5189aefe7f8c4705242,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
6e1990e2d49a9f276b2c720ff4106764,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
2339acefcfa787efc97ccab590c12fff,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
9ca35b963b7d05963e35954bc0d5fbef,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
c694dea7643e345e88ab32fc34ca9f4b,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
a54faa5a0744a7533896258b3b850631,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
6a3c5203006bd80fd66a055be2792871,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
502ed8072cb445be4b593b04fbb10216,Female,Undergraduate,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
809e95252609b17bd6a03cab48853334,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
d29e33b3ddb916bf43da4da296df0297,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
7c9d428b8af71f86a9192961ae0c847d,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
cc2236b49ea7cd299a51798242623d70,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
8ff0e49af889a536b93f3b4eacabbd45,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
e2afda823e111b98629260b674c28318,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
d0bfd868d634cc0309444c78117bb698,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
d0bfd868d634cc0309444c78117bb698,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
120d69266f68ae0cc9f01fa2fcfcbb07,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
48c4b249a3a3be5badb6deb46b77f40e,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
cbc5be2d25da71b25d56043d5f77f905,Female,Undergraduate,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
e525e5158ad54e4423ba0b52b7867b13,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
8a090f4420fce5f08440bd7b19046639,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
f4f37c283caf542b9fe6e9911f29473d,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
87a4034aa691ef441370c83a83a6872b,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
93f0d1e1cdd9464cea68834f0a8b0530,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
0f37f18298551a0258ad9553d8e34b9b,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
89196c98ea3b9fcecbb3e9187df41748,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
b3fa9d17b0c00d32e6f113ec8e44c4a9,Female,Others,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
4ba7b4ac83d0154458de480a8a6605bd,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
edcaf358d7a38307c12232f119e79ba3,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
62b7e9e2952f2d93d02be97471a35e9d,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
383d7c94d32b2dd439bd41c9fab9711f,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
511218b35d011710bd296b0ac31f562d,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
bf1a623dd0ea0c49d406be6555b35262,Female,Undergraduate,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
815ae85660f22add71f6d4fe35acccc8,Female,Others,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
c1aeaf0ab06658468259f417f6ced1bf,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
2f0f8a89d2e199e83f57f5db7929f82f,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
a394b9427ee5095f252ffb4eea7ce545,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
438a69c03b9cc26fe83ce77537917c03,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
bdabdb909b8702eb3abe38209d6c95f0,Female,Others,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
01dcd3d163bd78c48048f1b5c2280bec,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
0ddae6c6421b9290e28f774818ec8a6a,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
49b8e4e97d590a4e6cdf3fdcd765b61a,Female,Others,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
654f34e2e5975a4a16c38397e0514099,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
14dd39f0081254418ff705fb669a635d,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
15dadaa698f88c6099d7f323b7fc4e3b,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
86f34962ed8008a0decad6ea8ab42068,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
b3684e32a253d853ac607c4cbf7bf6f6,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
f4b6573b1ca2d2848fbe7d56bf89e487,Female,Others,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
d69052c7580d963da6a299711e5ec221,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
01ca2f6093c1ee247457f60d309f5cf8,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
dcfa208d2694501968bc6738d84b58fc,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
619fec211e226e31b2f68b708ea65d20,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
fbfbfddb39b840dd3ca40a3526879a4b,Female,Undergraduate,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
338d5c74cb3d18ba58ad789c303f2f3d,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
79d93f6d053807383c1f3cd224757b76,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
a2d2d57c4e528cc82eaccb4de987e32c,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
a54faa5a0744a7533896258b3b850631,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
8e3929fb2756b3fd00e8fec05d24fa25,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
176e92623e0706fcb1ef40bfac92887b,Female,Undergraduate,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
b8f3b6896808f888ef4e0c31b32133d9,Female,Undergraduate,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
2c0287f078dda418bcb5bbb73e6f55e6,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
637baedf725fe0da8a94b69808da9754,Female,Undergraduate,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
6f01fd92c932fad626754f098623bcab,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
caa1db89d55dd907ac7d62efd3ce8894,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
41eca73cadae6942ef9453ee8d946fd1,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
3ae04db13cce40582d1d8c42da74ef9f,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
926664919d6419c8f254d9d3531fb6e9,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
ce7d049cb2435c50f511e1d1138c5faf,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
a2d2d57c4e528cc82eaccb4de987e32c,Female,Doctorate,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
f18df23f89f09294c8e9643784b6d58c,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
2bd3f573ce9d8df8faa15c59d9ef3cb8,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
f0675d958f4649476f47ba160bc72afc,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
7e9a9f1440188cb7ed8aff9149a45d5c,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
7c4884c84f0bfebcf23ba1cb8da0c827,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
c58e8a168fabc449043b059695064f0f,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
75d3dd47540303bb28a9d8c3f50aa529,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
9387c55efbfa096d036f5e7469e53615,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
ff6d8bc6667cc0bd6ac5d32d37d7af33,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
ddb713c15f0ef153271abf20af038f41,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
53e92728e6d47716952900cb749a0ee7,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
d141008e6ca84d33e9a5a7d17c212bc3,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
9751d7f5da586832a038770a2edd0543,Female,Bachelors,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
f047f2baec4ff83f5c0f2f5ad5f5735b,Female,Masters,Unspecified,Melbourne,Australia,Yes,Unspecified,Unspecified,2017-11-20,14,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
